Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,ModeDependentsRecommender,validValues,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,ModeDependentsRecommender,visible,18,6,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EnumRecommender,EnumRecommender,4,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EnumRecommender,in,10,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EnumRecommender,ensureValid,5,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EnumRecommender,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EnumRecommender,validValues,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EnumRecommender,visible,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,SourceConnectionProvider,SourceConnectionProvider,3,1,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,SourceConnectionProvider,onConnect,4,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,BulkTableQuerier,BulkTableQuerier,3,1,4
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,BulkTableQuerier,createPreparedStatement,15,3,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,BulkTableQuerier,executeQuery,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,BulkTableQuerier,extractRecord,30,4,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,BulkTableQuerier,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableQuerier,TableQuerier,8,1,4
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableQuerier,getLastUpdate,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableQuerier,getOrCreatePreparedStatement,7,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableQuerier,createPreparedStatement,0,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableQuerier,querying,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableQuerier,maybeStartQuery,9,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableQuerier,executeQuery,0,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableQuerier,next,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableQuerier,extractRecord,0,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableQuerier,reset,7,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableQuerier,closeStatementQuietly,11,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableQuerier,closeResultSetQuietly,11,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableQuerier,commitQuietly,11,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableQuerier,compareTo,11,3,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffset,TimestampIncrementingOffset,4,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffset,getIncrementingOffset,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffset,getTimestampOffset,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffset,toMap,11,3,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffset,fromMap,18,4,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffset,equals,13,4,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffset,hashCode,5,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThread,TableMonitorThread,11,1,7
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThread,run,24,4,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThread,tables,31,6,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThread,shutdown,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThread,updateTables,55,10,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,setUp,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,tearDown,6,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,newWriter,6,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,shouldGenerateNormalizedTableNameForTopic,16,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,shouldSelectTableFromMapping,12,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,shouldThrowConnectExceptionForUnknownTopicToTableMapping,11,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,autoCreateWithAutoEvolve,28,3,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,multiInsertWithKafkaPkFailsDueToUniqueConstraint,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,idempotentUpsertWithKafkaPk,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,multiInsertWithRecordKeyPkFailsDueToUniqueConstraint,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,idempotentUpsertWithRecordKeyPk,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,multiInsertWithRecordValuePkFailsDueToUniqueConstraint,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,idempotentUpsertWithRecordValuePk,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,writeSameRecordTwiceExpectingSingleUpdate,19,1,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,32,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelper,read,0,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelper,SqliteHelper,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelper,sqliteUri,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelper,setUp,5,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelper,tearDown,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelper,createTable,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelper,deleteTable,9,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelper,select,12,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelper,execute,6,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,ResultSetReadCallback,read,0,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,setUp,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,tearDown,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,correctBatching,24,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testFlushSuccessNoInfo,27,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeUpdate,24,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeWithDeleteEnabled,31,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testMultiInsertModeWithDeleteEnabled,32,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiAutomaticFlush,20,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiExplicitFlush,19,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,newPlanet,3,1,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,newPlanetSchema,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,multiModeConfig,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,wrapInSinkRecord,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,DbStructureTest,testNoMissingFields,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,DbStructureTest,testMissingFieldsWithSameCase,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,DbStructureTest,testSameNamesDifferentCases,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,DbStructureTest,testMissingFieldsWithDifferentCase,5,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,DbStructureTest,missingFields,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,DbStructureTest,columns,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,DbStructureTest,sinkRecords,7,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,DbStructureTest,field,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelperTest,setUp,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelperTest,tearDown,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelperTest,returnTheDatabaseTableInformation,59,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,setUp,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_withDeleteEnabledAndPkModeNotRecordKey_shouldAddErrorMessage,9,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_withDeleteEnabledAndPkModeRecordKey_shouldNotAddErrorMessage,9,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_pkModeRecordKey_shouldNotAddErrorMessage,8,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_withDeleteDisabled_shouldNotAddErrorMessage,9,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,setUp,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,tearDown,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,33,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithPkModeRecordValue,28,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,retries,26,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,initWriter,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,beforeEach,8,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordInsert,28,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordUpsertMode,14,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordUpdateMode,14,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfigTest,shouldReturnEmptyMapForUndefinedMapping,5,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfigTest,shouldParseTopicToTableMappings,10,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfigTest,shouldThrowExceptionForWrongMappingFormat,5,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfigTest,shouldThrowExceptionForEmptyMappingFormat,5,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfigTest,verifyDeleteEnabled,11,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfigTest,shouldValidatePKModeNoneWithPKFieldsSet,9,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfigTest,shouldValidatePKModeKafkaWithInvalidPKFields,9,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfigTest,shouldValidatePKModeRecordKeyWithNoPKFields,8,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfigTest,shouldValidatePKModeRecordValueWithNoPKFields,8,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfigTest,shouldValidateValidPKModeAndPKFields,8,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTask,start,6,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTask,initWriter,13,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTask,put,29,4,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTask,flush,2,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTask,stop,19,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTask,version,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,DbStructure,DbStructure,4,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,DbStructure,tableDefinitionFor,9,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,DbStructure,createOrAmendIfNecessary,20,3,4
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,DbStructure,create,8,2,4
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,DbStructure,amendIfNecessary,30,6,5
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,DbStructure,missingFields,29,9,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,PreparedStatementBinder,PreparedStatementBinder,8,1,6
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,PreparedStatementBinder,bindRecord,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,PreparedStatementBinder,bindRecord,22,6,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,PreparedStatementBinder,bindTombstoneRecord,4,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,PreparedStatementBinder,bindKeyFields,42,9,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,PreparedStatementBinder,bindNonKeyFields,7,2,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,PreparedStatementBinder,bindField,3,1,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriter,JdbcDbWriter,12,1,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriter,onConnect,4,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriter,write,21,4,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriter,closeQuietly,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriter,destinationTable,4,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriter,generateTableNameFor,14,4,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,BufferedRecords,7,1,5
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,add,30,5,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,prepareStatement,15,3,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,reInitialize,6,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,flush,15,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,processBatch,20,4,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,verifySuccessfulExecutions,18,7,4
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,executeBatch,10,3,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,executeDeleteBatch,7,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,bindRecords,16,4,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,isTombstone,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,close,12,3,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,getMultiInsertSql,11,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,getInsertSql,20,5,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,getDeleteSql,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecords,asColumns,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfig,ensureValid,15,3,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfig,JdbcSinkConfig,18,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfig,topicToTableMapping,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfig,EnumValidator,4,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfig,in,10,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfig,ensureValid,5,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfig,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfig,main,7,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfig,validateDeleteEnabled,10,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfig,validatePKModeAgainstPKFields,28,7,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfig,validateNoPKFields,5,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfig,validateKafkaPKFields,5,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConfig,validatePKFieldsRequired,5,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,EnumValidator,EnumValidator,4,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,EnumValidator,in,10,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,EnumValidator,ensureValid,5,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,EnumValidator,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,valueSchemaMustBePresentForPkModeRecordValue,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,valueSchemaMustBeStructIfPresent,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,missingValueSchemaCanBeOk,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,metadataMayNotBeEmpty,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,kafkaPkMode,17,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,kafkaPkModeCustomNames,6,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,kafkaPkModeBadFieldSpec,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordKeyPkModePrimitiveKey,11,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordKeyPkModeWithPrimitiveKeyButMultiplePkFieldsSpecified,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordKeyPkModeButKeySchemaMissing,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordKeyPkModeButKeySchemaAsNonStructCompositeType,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordKeyPkModeWithStructKeyButMissingField,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordValuePkModeWithMissingPkField,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordValuePkModeWithValidPkFields,8,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordValuePkModeWithPkFieldsAndWhitelistFiltering,6,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordValuePkModeWithFieldsInOriginalOrdering,10,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,extract,3,1,4
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,extract,3,1,5
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,SinkRecordField,SinkRecordField,5,1,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,SinkRecordField,schema,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,SinkRecordField,schemaName,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,SinkRecordField,schemaParameters,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,SinkRecordField,schemaType,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,SinkRecordField,name,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,SinkRecordField,isOptional,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,SinkRecordField,defaultValue,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,SinkRecordField,isPrimaryKey,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,SinkRecordField,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,FieldsMetadata,10,2,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extract,3,1,5
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extract,63,19,6
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extractKafkaPk,18,3,4
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extractRecordKeyPk,39,10,5
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extractRecordValuePk,22,7,5
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,SchemaPair,SchemaPair,4,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,SchemaPair,equals,10,3,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,SchemaPair,hashCode,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink.metadata,SchemaPair,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,setup,8,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,tearDown,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testTaskClass,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testMissingUrlConfig,5,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testMissingModeConfig,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testStartConnectionFailure,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testStartStop,9,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningOneTable,9,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningManyTables,14,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningUnqualifiedTables,15,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningQuery,12,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testConflictingQueryTableSettings,14,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testExactlyOnceSupport,16,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,assertTaskConfigsHaveParentConfigs,5,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,tables,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,unqualifiedTables,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSourceConnectorTest,tables,10,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSinkConnector,taskClass,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc,JdbcSinkConnector,taskConfigs,8,2,1
