Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecords,prepareStatement,Long Statement,The length of the statement "preparedStatementBinder=dbDialect.statementBinder(preparedStatement`config.pkMode`currentSchemaPair`fieldsMetadata`config.insertMode);" is 134.,121
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecords,prepareStatement,Long Statement,The length of the statement "deletePreparedStatementBinder=dbDialect.statementBinder(deletePreparedStatement`config.pkMode`currentSchemaPair`fieldsMetadata`config.insertMode);" is 146.,121
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecords,reInitialize,Long Statement,The length of the statement "fieldsMetadata=FieldsMetadata.extract(tableId.tableName()`config.pkMode`config.pkFields`config.fieldsWhitelist`currentSchemaPair);" is 130.,151
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecords,verifySuccessfulExecutions,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@28790b7a,217
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecords,getMultiInsertSql,Long Statement,The length of the statement "return dbDialect.buildMultiInsertStatement(tableId`records.size()`asColumns(fieldsMetadata.keyFieldNames)`asColumns(fieldsMetadata.nonKeyFieldNames));" is 150.,312
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecords,getMultiInsertSql,Long Statement,The length of the statement "throw new ConnectException(String.format("Write to table '%s' in MULTI mode is not supported with the %s dialect."`tableId`dbDialect.name()));" is 142.,312
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecords,getInsertSql,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@249126da,335
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkConfig,ensureValid,Complex Conditional,The conditional expression Objects.isNull(value) || ConfigDef.NO_DEFAULT_VALUE == value || "".equals(value) is complex.,277
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkConfig,topicToTableMapping,Long Statement,The length of the statement "return (Objects.nonNull(value)) ? value.stream().map(s -> s.split(":")).collect(Collectors.toMap(e -> e[0]`e -> e[1])) : Collections.emptyMap();" is 144.,419
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkConfig,validateDeleteEnabled,Long Statement,The length of the statement "final Map<String`ConfigValue> configValues=config.configValues().stream().collect(Collectors.toMap(ConfigValue::name`v -> v));" is 126.,468
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkConfig,validatePKModeAgainstPKFields,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6771c4a2,486
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkConfig,validateKafkaPKFields,Long Statement,The length of the statement "pkFieldsConfigValue.addErrorMessage("Primary key fields must be set with three fields " + "(topic` partition` offset) when pkMode is 'kafka'.");" is 144.,530
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkConfig,validateKafkaPKFields,Magic Number,The method contains a magic number: 3,530
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,valueSchemaMustBePresentForPkModeRecordValue,Long Statement,The length of the statement "assertThatThrownBy(() -> extract(JdbcSinkConfig.PrimaryKeyMode.RECORD_VALUE`Collections.emptyList()`SIMPLE_PRIMITIVE_SCHEMA`null)).isInstanceOf(ConnectException.class);" is 168.,43
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,valueSchemaMustBeStructIfPresent,Long Statement,The length of the statement "assertThatThrownBy(() -> extract(JdbcSinkConfig.PrimaryKeyMode.KAFKA`Collections.emptyList()`SIMPLE_PRIMITIVE_SCHEMA`SIMPLE_PRIMITIVE_SCHEMA)).isInstanceOf(ConnectException.class);" is 180.,54
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,missingValueSchemaCanBeOk,Long Statement,The length of the statement "assertThat(extract(JdbcSinkConfig.PrimaryKeyMode.RECORD_KEY`Collections.emptyList()`SIMPLE_STRUCT_SCHEMA`null).allFields.keySet()).isEqualTo(Set.of("name"));" is 157.,65
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,missingValueSchemaCanBeOk,Long Statement,The length of the statement "assertThat(Lists.newArrayList(extract(JdbcSinkConfig.PrimaryKeyMode.KAFKA`Collections.emptyList()`null`null).allFields.keySet())).isEqualTo(List.of("__connect_topic"`"__connect_partition"`"__connect_offset"));" is 209.,65
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,metadataMayNotBeEmpty,Long Statement,The length of the statement "assertThatThrownBy(() -> extract(JdbcSinkConfig.PrimaryKeyMode.NONE`Collections.emptyList()`null`null)).isInstanceOf(ConnectException.class);" is 141.,84
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,kafkaPkMode,Long Statement,The length of the statement "final FieldsMetadata metadata=extract(JdbcSinkConfig.PrimaryKeyMode.KAFKA`Collections.emptyList()`null`SIMPLE_STRUCT_SCHEMA);" is 125.,95
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,kafkaPkMode,Long Statement,The length of the statement "assertThat(Lists.newArrayList(metadata.keyFieldNames)).isEqualTo(List.of("__connect_topic"`"__connect_partition"`"__connect_offset"));" is 134.,95
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,kafkaPkModeBadFieldSpec,Long Statement,The length of the statement "assertThatThrownBy(() -> extract(JdbcSinkConfig.PrimaryKeyMode.KAFKA`List.of("lone")`null`SIMPLE_STRUCT_SCHEMA)).isInstanceOf(ConnectException.class);" is 150.,136
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordKeyPkModePrimitiveKey,Long Statement,The length of the statement "final FieldsMetadata metadata=extract(JdbcSinkConfig.PrimaryKeyMode.RECORD_KEY`List.of("the_pk")`SIMPLE_PRIMITIVE_SCHEMA`SIMPLE_STRUCT_SCHEMA);" is 143.,147
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordKeyPkModeWithPrimitiveKeyButMultiplePkFieldsSpecified,Long Statement,The length of the statement "assertThatThrownBy(() -> extract(JdbcSinkConfig.PrimaryKeyMode.RECORD_KEY`List.of("pk1"`"pk2")`SIMPLE_PRIMITIVE_SCHEMA`SIMPLE_STRUCT_SCHEMA)).isInstanceOf(ConnectException.class);" is 179.,174
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordKeyPkModeButKeySchemaMissing,Long Statement,The length of the statement "assertThatThrownBy(() -> extract(JdbcSinkConfig.PrimaryKeyMode.RECORD_KEY`Collections.emptyList()`null`SIMPLE_STRUCT_SCHEMA)).isInstanceOf(ConnectException.class);" is 163.,185
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordKeyPkModeButKeySchemaAsNonStructCompositeType,Long Statement,The length of the statement "assertThatThrownBy(() -> extract(JdbcSinkConfig.PrimaryKeyMode.RECORD_KEY`Collections.emptyList()`SIMPLE_MAP_SCHEMA`SIMPLE_STRUCT_SCHEMA)).isInstanceOf(ConnectException.class);" is 176.,196
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordKeyPkModeWithStructKeyButMissingField,Long Statement,The length of the statement "assertThatThrownBy(() -> extract(JdbcSinkConfig.PrimaryKeyMode.RECORD_KEY`Collections.singletonList("nonexistent")`SIMPLE_STRUCT_SCHEMA`SIMPLE_STRUCT_SCHEMA)).isInstanceOf(ConnectException.class);" is 196.,207
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordValuePkModeWithMissingPkField,Long Statement,The length of the statement "assertThatThrownBy(() -> extract(JdbcSinkConfig.PrimaryKeyMode.RECORD_VALUE`List.of("nonexistent")`SIMPLE_PRIMITIVE_SCHEMA`SIMPLE_STRUCT_SCHEMA)).isInstanceOf(ConnectException.class);" is 183.,218
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordValuePkModeWithValidPkFields,Long Statement,The length of the statement "final FieldsMetadata metadata=extract(JdbcSinkConfig.PrimaryKeyMode.RECORD_VALUE`Collections.singletonList("name")`SIMPLE_PRIMITIVE_SCHEMA`SIMPLE_STRUCT_SCHEMA);" is 161.,229
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordValuePkModeWithPkFieldsAndWhitelistFiltering,Long Statement,The length of the statement "final Schema valueSchema=SchemaBuilder.struct().field("field1"`Schema.INT64_SCHEMA).field("field2"`Schema.INT64_SCHEMA).field("field3"`Schema.INT64_SCHEMA).field("field4"`Schema.INT64_SCHEMA).build();" is 200.,246
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordValuePkModeWithPkFieldsAndWhitelistFiltering,Long Statement,The length of the statement "final FieldsMetadata metadata=extract(JdbcSinkConfig.PrimaryKeyMode.RECORD_VALUE`Collections.singletonList("field1")`Set.of("field2"`"field4")`null`valueSchema);" is 161.,246
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordValuePkModeWithFieldsInOriginalOrdering,Long Statement,The length of the statement "final Schema valueSchema=SchemaBuilder.struct().field("field4"`Schema.INT64_SCHEMA).field("field2"`Schema.INT64_SCHEMA).field("field1"`Schema.INT64_SCHEMA).field("field3"`Schema.INT64_SCHEMA).build();" is 200.,268
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordValuePkModeWithFieldsInOriginalOrdering,Long Statement,The length of the statement "var metadata=extract(JdbcSinkConfig.PrimaryKeyMode.RECORD_VALUE`Collections.singletonList("field4")`Set.of("field3"`"field1"`"field2")`null`valueSchema);" is 153.,268
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordValuePkModeWithFieldsInOriginalOrdering,Long Statement,The length of the statement "metadata=extract(JdbcSinkConfig.PrimaryKeyMode.RECORD_VALUE`Collections.singletonList("field1")`Set.of("field4"`"field3")`null`valueSchema);" is 140.,268
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordValuePkModeWithFieldsInOriginalOrdering,Long Statement,The length of the statement "final var keySchema=SchemaBuilder.struct().field("field1"`Schema.INT64_SCHEMA).field("field3"`Schema.INT64_SCHEMA).field("field2"`Schema.INT64_SCHEMA).build();" is 159.,268
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,recordValuePkModeWithFieldsInOriginalOrdering,Long Statement,The length of the statement "metadata=extract(JdbcSinkConfig.PrimaryKeyMode.RECORD_KEY`List.of("field2"`"field3"`"field1")`Set.of("field3"`"field1")`keySchema`null);" is 136.,268
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadataTest,extract,Long Parameter List,The method has 5 parameters. ,324
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,FieldsMetadata,Long Statement,The length of the statement "final boolean allFieldsContained=allFields.keySet().containsAll(keyFieldNames) && allFields.keySet().containsAll(nonKeyFieldNames);" is 131.,42
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,FieldsMetadata,Long Statement,The length of the statement "throw new IllegalArgumentException(String.format("Validation fail -- keyFieldNames:%s nonKeyFieldNames:%s allFields:%s"`keyFieldNames`nonKeyFieldNames`allFields));" is 163.,42
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extract,Long Parameter List,The method has 5 parameters. ,61
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extract,Complex Method,Cyclomatic complexity of the method is 19,78
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extract,Long Parameter List,The method has 6 parameters. ,78
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extract,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@495c39c7,78
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extractKafkaPk,Long Statement,The length of the statement "throw new ConnectException(String.format("PK mode for table '%s' is %s so there should either be no field names defined for " + "defaults %s to be applicable` or exactly 3` defined fields are: %s"`tableName`JdbcSinkConfig.PrimaryKeyMode.KAFKA`JdbcSinkConfig.DEFAULT_KAFKA_PK_NAMES`configuredPkFields));" is 302.,165
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extractKafkaPk,Magic Number,The method contains a magic number: 3,165
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extractRecordKeyPk,Complex Method,Cyclomatic complexity of the method is 10,203
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extractRecordKeyPk,Long Parameter List,The method has 5 parameters. ,203
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extractRecordKeyPk,Long Statement,The length of the statement "throw new ConnectException(String.format("PK mode for table '%s' is %s` but record key schema is missing"`tableName`JdbcSinkConfig.PrimaryKeyMode.RECORD_KEY));" is 159.,203
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extractRecordKeyPk,Long Statement,The length of the statement "throw new ConnectException(String.format("Need exactly one PK column defined since the key schema for records is a " + "primitive type` defined columns are: %s"`configuredPkFields));" is 182.,203
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extractRecordKeyPk,Long Statement,The length of the statement "throw new ConnectException(String.format("PK mode for table '%s' is %s with configured PK fields %s` but record key " + "schema does not contain field: %s"`tableName`JdbcSinkConfig.PrimaryKeyMode.RECORD_KEY`configuredPkFields`fieldName));" is 238.,203
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extractRecordValuePk,Long Parameter List,The method has 5 parameters. ,260
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extractRecordValuePk,Long Statement,The length of the statement "throw new ConnectException(String.format("PK mode for table '%s' is %s` but record value schema is missing"`tableName`JdbcSinkConfig.PrimaryKeyMode.RECORD_VALUE));" is 163.,260
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,extractRecordValuePk,Long Statement,The length of the statement "throw new ConnectException(String.format("PK mode for table '%s' is %s with configured PK fields %s` but record value " + "schema does not contain field: %s"`tableName`JdbcSinkConfig.PrimaryKeyMode.RECORD_VALUE`configuredPkFields`fieldName));" is 242.,260
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink.metadata,FieldsMetadata,toString,Long Statement,The length of the statement "return "FieldsMetadata{" + "keyFieldNames=" + keyFieldNames + "` nonKeyFieldNames="+ nonKeyFieldNames+ "` allFields="+ allFields+ '}';" is 134.,296
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testStartStop,Long Statement,The length of the statement "try (MockedConstruction<CachedConnectionProvider> mockCachedConnectionProvider=mockConstruction(CachedConnectionProvider.class`(mock`context) -> when(mock.getConnection()).thenReturn(conn))){" is 191.,100
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningOneTable,Long Statement,The length of the statement "assertThat(configs.get(0)).containsEntry(JdbcSourceTaskConfig.TABLES_CONFIG`tables("test")).doesNotContainKey(JdbcSourceTaskConfig.QUERY_CONFIG);" is 145.,114
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningOneTable,Magic Number,The method contains a magic number: 10,114
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningManyTables,Long Statement,The length of the statement "assertThat(configs.get(0)).containsEntry(JdbcSourceTaskConfig.TABLES_CONFIG`tables("test1"`"test2")).doesNotContainKey(JdbcSourceTaskConfig.QUERY_CONFIG);" is 154.,129
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningManyTables,Long Statement,The length of the statement "assertThat(configs.get(1)).containsEntry(JdbcSourceTaskConfig.TABLES_CONFIG`tables("test3")).doesNotContainKey(JdbcSourceTaskConfig.QUERY_CONFIG);" is 146.,129
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningManyTables,Long Statement,The length of the statement "assertThat(configs.get(2)).containsEntry(JdbcSourceTaskConfig.TABLES_CONFIG`tables("test4")).doesNotContainKey(JdbcSourceTaskConfig.QUERY_CONFIG);" is 146.,129
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningManyTables,Magic Number,The method contains a magic number: 3,129
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningManyTables,Magic Number,The method contains a magic number: 3,129
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningManyTables,Magic Number,The method contains a magic number: 2,129
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningUnqualifiedTables,Long Statement,The length of the statement "assertThat(configs.get(0)).containsEntry(JdbcSourceTaskConfig.TABLES_CONFIG`unqualifiedTables("test1"`"test2")).doesNotContainKey(JdbcSourceTaskConfig.QUERY_CONFIG);" is 165.,154
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningUnqualifiedTables,Long Statement,The length of the statement "assertThat(configs.get(1)).containsEntry(JdbcSourceTaskConfig.TABLES_CONFIG`unqualifiedTables("test3")).doesNotContainKey(JdbcSourceTaskConfig.QUERY_CONFIG);" is 157.,154
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningUnqualifiedTables,Long Statement,The length of the statement "assertThat(configs.get(2)).containsEntry(JdbcSourceTaskConfig.TABLES_CONFIG`unqualifiedTables("test4")).doesNotContainKey(JdbcSourceTaskConfig.QUERY_CONFIG);" is 157.,154
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningUnqualifiedTables,Magic Number,The method contains a magic number: 3,154
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningUnqualifiedTables,Magic Number,The method contains a magic number: 3,154
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningUnqualifiedTables,Magic Number,The method contains a magic number: 2,154
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningQuery,Long Statement,The length of the statement "assertThat(configs.get(0)).containsEntry(JdbcSourceTaskConfig.TABLES_CONFIG`"").containsEntry(JdbcSourceTaskConfig.QUERY_CONFIG`sampleQuery);" is 141.,180
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnectorTest,testPartitioningQuery,Magic Number,The method contains a magic number: 3,180
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnector,start,Complex Conditional,The conditional expression !qualifyTableNames && (incrementingColumn == null || incrementingColumn.isEmpty()) is complex.,71
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnector,start,Long Statement,The length of the statement "throw new ConnectException(JdbcSourceConnectorConfig.TABLE_WHITELIST_CONFIG + " and " + JdbcSourceConnectorConfig.TABLE_BLACKLIST_CONFIG+ " are "+ "exclusive.");" is 161.,71
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnector,start,Long Statement,The length of the statement "throw new ConnectException(JdbcSourceConnectorConfig.QUERY_CONFIG + " may not be combined" + " with whole-table copying settings.");" is 132.,71
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnector,start,Long Statement,The length of the statement "if (JdbcSourceConnectorConfig.MODE_INCREMENTING.equals(mode) || JdbcSourceConnectorConfig.MODE_TIMESTAMP_INCREMENTING.equals(mode)) {" is 133.,71
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnector,start,Long Statement,The length of the statement "throw new ConnectException("When using unqualified table names and either " + JdbcSourceConnectorConfig.MODE_INCREMENTING + " or "+ JdbcSourceConnectorConfig.MODE_TIMESTAMP_INCREMENTING+ " mode` an "+ "incrementing column name must be explicitly provided via the '"+ JdbcSourceConnectorConfig.INCREMENTING_COLUMN_NAME_CONFIG+ "' property.");" is 341.,71
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnector,start,Long Statement,The length of the statement "tableMonitorThread=new TableMonitorThread(dialect`cachedConnectionProvider`context`tablePollMs`whitelistSet`blacklistSet`qualifyTableNames);" is 140.,71
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnector,stop,Empty catch clause,The method has an empty catch block.,190
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc,JdbcSourceConnector,exactlyOnceSupport,Long Statement,The length of the statement "final boolean supported=JdbcSourceConnectorConfig.MODE_INCREMENTING.equals(rawMode) || JdbcSourceConnectorConfig.MODE_TIMESTAMP_INCREMENTING.equals(rawMode);" is 157.,220
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,setupTest,Long Statement,The length of the statement "castTypesTableDefinition=new TableDefinition(castTypesTableId`List.of(createColumnDefinition(castTypesPkColumn`Types.INTEGER`"INT"`Integer.class`true)`createColumnDefinition(columnUuid`Types.OTHER`PostgreSqlDatabaseDialect.UUID_TYPE_NAME`UUID.class)`createColumnDefinition(columnJson`Types.OTHER`PostgreSqlDatabaseDialect.JSON_TYPE_NAME`String.class)`createColumnDefinition(columnJsonb`Types.OTHER`PostgreSqlDatabaseDialect.JSONB_TYPE_NAME`String.class)));" is 456.,66
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,assertColumnConverter,Long Statement,The length of the statement "assertThat(dialect.createColumnConverter(new ColumnMapping(createColumnDefinition(new ColumnId(new TableId("test_catalog"`"test"`"test_table")`"column")`jdbcType`typeName`clazz)`1`new Field("a"`1`schemaType)))).isNotNull();" is 223.,128
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 3,161
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 4,161
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 5,161
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,shouldBuildInsertStatement,Long Statement,The length of the statement "final String actual=dialect.buildInsertStatement(castTypesTableId`castTypesTableDefinition`List.of(castTypesPkColumn)`List.of(columnUuid`columnJson`columnJsonb));" is 162.,217
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,shouldBuildUpdateStatement,Long Statement,The length of the statement "final String actual=dialect.buildUpdateStatement(castTypesTableId`castTypesTableDefinition`List.of(castTypesPkColumn)`List.of(columnUuid`columnJson`columnJsonb));" is 162.,228
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,createColumnDefinition,Long Parameter List,The method has 5 parameters. ,246
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,createColumnDefinition,Long Statement,The length of the statement "return new ColumnDefinition(columnId`jdbcType`typeName`clazz.getName()`ColumnDefinition.Nullability.NOT_NULL`ColumnDefinition.Mutability.UNKNOWN`0`0`false`1`false`false`false`false`isPk);" is 187.,246
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,shouldBuildUpsertStatementForCastTypes,Long Statement,The length of the statement "final String actual=dialect.buildUpsertQueryStatement(castTypesTableId`castTypesTableDefinition`List.of(castTypesPkColumn)`List.of(columnUuid`columnJson`columnJsonb));" is 167.,269
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,upsert,Long Statement,The length of the statement "final String actual=dialect.buildUpsertQueryStatement(customer`null`columns(customer`"id")`columns(customer`"name"`"salary"`"address"));" is 136.,310
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,upsertWithEmptyNonKeyColumns,Long Statement,The length of the statement "final String actual=dialect.buildUpsertQueryStatement(customer`null`columns(customer`"id"`"name"`"salary"`"address")`columns(customer));" is 136.,322
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,shouldSanitizeUrlWithoutCredentialsInProperties,Long Statement,The length of the statement "assertSanitizedUrl("jdbc:postgresql://localhost/test?user=fred&ssl=true"`"jdbc:postgresql://localhost/test?user=fred&ssl=true");" is 128.,334
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,shouldSanitizeUrlWithCredentialsInUrlProperties,Long Statement,The length of the statement "assertSanitizedUrl("jdbc:postgresql://localhost/test?user=fred&password=secret&ssl=true"`"jdbc:postgresql://localhost/test?user=fred&password=****&ssl=true");" is 158.,342
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Long Statement,The length of the statement "super.verifyBindField(++index`SchemaBuilder.array(Schema.INT8_SCHEMA)`Arrays.asList((byte)1`(byte)2`(byte)3)).setObject(index`new short[]{1`2`3}`Types.ARRAY);" is 158.,356
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialectTest,bindFieldArray,Long Statement,The length of the statement "super.verifyBindField(++index`SchemaBuilder.array(Schema.INT16_SCHEMA)`Arrays.asList((short)1`(short)2`(short)3)).setObject(index`new short[]{1`2`3}`Types.ARRAY);" is 162.,356
